DATE,avg_weeks_unemployed,cont_claims_insur_unemploy,full_employ_level,part_employ_level,not_in_labor_force,gov_unemp_insur,labor_particip_women,labor_particip_men,labor_particip_total,real_estate_loans,consumer_loans,commerc_indust_loans,m1_real,unemp_less_five_weeks,unemp_5_to_14_wks,unemp_15_to_26_wks,unemp_over_27_wks,personal_consum_exp,personal_save_rate,emp_pop_ratio,unemploy_rate,insured_unemploy_rate,corp_profit_aftertax_without,corp_profit_aftertax_with,corp_profit_beforetax_without,fed_debt_precent_gdp,m1_velocity
1984-02,19.0,2469500.0,103824.0,5904.0,63064.0,17.1,53.2,76.2,64.1,337.6043,218.3293,423.5808,514.1,3327.0,2485.0,1157.0,1834.0,2403.5,11.7,59.1,7.8,2.9,,,,,
1984-03,19.1,2424400.0,103967.0,5665.0,63111.0,16.4,53.2,76.2,64.1,342.0163,221.4447,430.9463,516.4,3335.0,2501.0,1101.0,1780.0,2431.6,11.5,59.1,7.8,2.8,,,,,
1984-04,18.9,2422250.0,104336.0,5761.0,62871.0,15.8,53.5,76.2,64.3,346.1789,225.1752,437.8374,517.9,3362.0,2459.0,1094.0,1764.0,2457.5,11.5,59.3,7.7,2.8,220.957,251.083,308.101,37.72687,7.462
1984-05,18.8,2385000.0,105193.0,5566.0,62474.0,16.1,53.9,76.3,64.5,349.7492,229.4791,446.3183,518.6,3167.0,2387.0,1193.0,1691.0,2474.5,11.1,59.7,7.4,2.775,,,,,
1984-06,18.1,2360400.0,105591.0,5884.0,62467.0,15.1,53.7,76.6,64.6,353.7386,233.4139,450.9723,520.9,3261.0,2273.0,1036.0,1576.0,2495.6,11.1,59.9,7.2,2.74,,,,,
1984-07,18.0,2353000.0,105435.0,5744.0,62468.0,15.0,53.9,76.4,64.6,357.1593,236.6163,455.8009,519.6,3392.0,2472.0,1048.0,1590.0,2494.6,11.6,59.8,7.5,2.7,212.293,258.84,287.037,38.49586,7.54
1984-08,17.3,2385750.0,105163.0,5589.0,62901.0,15.3,53.7,76.3,64.4,360.6726,239.3469,458.7925,518.2,3567.0,2415.0,1089.0,1515.0,2512.2,11.8,59.6,7.5,2.775,,,,,
1984-09,17.0,2434800.0,105490.0,5728.0,62906.0,15.1,53.5,76.5,64.4,364.7314,242.6202,461.9148,518.7,3325.0,2558.0,1087.0,1451.0,2533.8,11.8,59.7,7.3,2.8,,,,,
1984-10,16.7,2524000.0,105638.0,5710.0,62937.0,15.8,53.7,76.3,64.4,367.6312,245.7603,466.3545,517.3,3423.0,2392.0,1099.0,1427.0,2531.3,11.7,59.7,7.4,2.875,213.695,267.523,289.279,40.08547,7.576
1984-11,17.0,2584250.0,105972.0,5626.0,62965.0,15.9,53.7,76.4,64.5,372.3966,249.4085,470.9618,519.9,3392.0,2356.0,1016.0,1422.0,2571.4,10.9,59.8,7.2,2.925,,,,,
1984-12,16.8,2547000.0,106223.0,5797.0,62725.0,16.0,53.9,76.5,64.6,376.2431,253.8307,473.3524,522.8,3371.0,2578.0,1008.0,1393.0,2582.6,11.2,59.9,7.3,2.88,,,,,
1985-01,15.9,2552250.0,106302.0,5629.0,62659.0,17.0,54.2,76.3,64.7,379.0111,258.0207,472.9593,527.0,3667.0,2536.0,969.0,1315.0,2618.8,10.3,59.9,7.3,2.875,204.768,267.371,285.28,40.44121,7.522
1985-02,15.9,2623500.0,106555.0,5273.0,62640.0,16.8,54.4,76.2,64.7,383.1308,261.8266,475.6222,530.2,3471.0,2452.0,1045.0,1344.0,2640.8,9.1,60.0,7.2,2.95,,,,,
1985-03,16.1,2564400.0,106989.0,5718.0,62339.0,16.9,54.6,76.3,64.9,387.1364,265.6662,480.2056,530.5,3519.0,2443.0,1045.0,1349.0,2648.5,8.7,60.2,7.2,2.88,,,,,
1985-04,16.4,2578750.0,106936.0,5629.0,62468.0,16.6,54.5,76.4,64.9,390.5649,267.0666,478.9814,533.1,3499.0,2495.0,1015.0,1378.0,2659.5,9.9,60.1,7.3,2.85,205.85,272.719,284.662,41.31983,7.457
1985-05,15.3,2560750.0,106932.0,5828.0,62710.0,16.2,54.4,76.3,64.8,394.3832,270.7536,480.7548,536.5,3503.0,2556.0,1057.0,1235.0,2696.4,11.1,60.1,7.2,2.825,,,,,
1985-06,15.5,2551800.0,106505.0,5618.0,63131.0,15.0,54.1,76.1,64.6,397.6045,274.1502,482.2879,541.7,3538.0,2517.0,1029.0,1281.0,2689.4,9.6,59.8,7.4,2.82,,,,,
1985-07,15.5,2542500.0,106807.0,5583.0,62943.0,15.1,54.3,76.2,64.7,401.1028,278.0219,487.0638,547.0,3555.0,2554.0,1062.0,1267.0,2715.7,9.1,59.9,7.4,2.825,209.89,284.113,294.63,41.55909,7.358
1985-08,15.3,2562600.0,107095.0,5750.0,63114.0,14.8,54.2,76.2,64.6,405.231,281.4733,489.8593,552.5,3439.0,2515.0,1036.0,1222.0,2752.1,8.2,60.0,7.1,2.8,,,,,
1985-09,15.3,2580500.0,107657.0,5602.0,62667.0,15.1,54.6,76.3,64.9,409.797,283.9485,494.3827,558.1,3494.0,2570.0,1009.0,1233.0,2794.7,7.3,60.3,7.1,2.8,,,,,
1985-10,15.3,2631750.0,107847.0,5459.0,62625.0,15.7,54.6,76.4,65.0,414.3729,287.3445,493.2834,560.2,3424.0,2545.0,1096.0,1199.0,2755.8,9.1,60.3,7.1,2.875,211.649,267.309,294.025,43.78715,7.247
1985-11,15.7,2625200.0,108007.0,5494.0,62805.0,15.4,54.7,76.2,64.9,418.6564,289.4827,497.0801,561.7,3463.0,2456.0,910.0,1297.0,2771.1,9.0,60.4,7.0,2.84,,,,,
1985-12,15.1,2643750.0,108216.0,5512.0,62758.0,15.8,54.9,76.1,65.0,422.888,291.0726,498.8873,566.0,3393.0,2544.0,1003.0,1205.0,2811.3,8.6,60.4,7.0,2.875,,,,,
1986-01,14.8,2604000.0,108887.0,5541.0,62988.0,15.7,54.7,76.2,64.9,427.4321,293.2369,500.4036,565.4,3333.0,2414.0,1002.0,1087.0,2827.1,8.6,60.6,6.7,2.8,176.84,252.856,264.68,44.07415,7.193
1986-02,15.2,2568500.0,108480.0,5258.0,62939.0,15.5,54.8,76.2,65.0,432.0811,295.1257,500.8553,569.9,3516.0,2569.0,1125.0,1183.0,2820.2,9.3,60.3,7.2,2.75,,,,,
1986-03,14.6,2593600.0,108837.0,5555.0,62765.0,15.6,55.1,76.2,65.1,437.0688,296.55,505.3868,580.7,3540.0,2586.0,1088.0,1173.0,2823.6,9.9,60.5,7.2,2.8,,,,,
1986-04,14.7,2608750.0,108952.0,5825.0,62832.0,16.3,55.1,76.2,65.1,441.9303,298.1537,507.5856,589.7,3598.0,2666.0,988.0,1174.0,2835.2,9.7,60.5,7.1,2.775,172.969,238.165,261.373,45.30682,6.98
1986-05,14.7,2671000.0,109089.0,5908.0,62783.0,16.4,55.2,76.2,65.2,446.6866,300.0401,507.9071,598.2,3586.0,2670.0,1064.0,1168.0,2857.5,9.3,60.5,7.2,2.88,,,,,
1986-06,15.2,2635000.0,109576.0,5628.0,62419.0,16.5,55.5,76.3,65.4,451.2175,302.2153,511.2232,603.8,3489.0,2705.0,1040.0,1280.0,2861.7,9.4,60.7,7.2,2.8,,,,,
1986-07,15.2,2608000.0,109810.0,5415.0,62553.0,17.0,55.5,76.3,65.4,457.1109,304.8941,513.0123,612.1,3446.0,2548.0,1056.0,1213.0,2881.2,9.3,60.8,7.0,2.775,171.499,225.55,261.503,46.12536,6.788
1986-08,15.5,2655600.0,110015.0,5521.0,62678.0,16.7,55.6,76.1,65.3,463.3331,307.1586,515.0614,619.3,3439.0,2398.0,1084.0,1192.0,2898.6,9.0,60.8,6.9,2.82,,,,,
1986-09,15.4,2707000.0,110085.0,5615.0,62602.0,17.1,55.5,76.3,65.4,469.3573,309.4476,517.6744,624.9,3405.0,2642.0,1081.0,1237.0,2971.8,7.2,60.8,7.0,2.875,,,,,
1986-10,15.2,2718750.0,110273.0,5769.0,62670.0,17.0,55.7,76.2,65.4,473.9241,311.5267,517.6163,630.6,3416.0,2599.0,974.0,1214.0,2932.9,8.4,60.9,7.0,2.875,175.984,213.441,277.22,47.55286,6.575
1986-11,15.0,2630800.0,110475.0,5512.0,62729.0,16.7,55.5,76.4,65.4,479.2666,313.0498,523.8515,638.9,3343.0,2630.0,1037.0,1165.0,2928.4,8.8,60.9,6.9,2.78,,,,,
1986-12,15.0,2571250.0,110728.0,5613.0,62936.0,16.9,55.4,76.3,65.3,490.76,314.7442,539.2184,654.1,3297.0,2397.0,1011.0,1150.0,2997.1,7.0,61.0,6.6,2.7,,,,,
1987-01,14.9,2512400.0,110953.0,5482.0,62982.0,15.1,55.4,76.3,65.4,502.8959,314.9624,548.7872,655.5,3390.0,2399.0,1028.0,1140.0,2935.5,9.7,61.0,6.6,2.62,187.831,224.31,289.374,47.57835,6.455
1987-02,14.7,2472000.0,111257.0,5569.0,62876.0,15.6,55.6,76.3,65.5,508.45,315.415,546.9847,653.6,3323.0,2415.0,1004.0,1113.0,3001.7,8.5,61.1,6.6,2.6,,,,,
1987-03,14.9,2429250.0,111408.0,5436.0,62909.0,15.6,55.8,76.2,65.5,516.5649,316.3179,548.3337,654.0,3386.0,2393.0,949.0,1121.0,3013.3,8.5,61.2,6.6,2.55,,,,,
1987-04,14.8,2411000.0,111794.0,5350.0,63008.0,15.3,55.8,76.1,65.4,524.8545,317.2838,549.4897,660.1,3162.0,2236.0,1012.0,1079.0,3038.8,4.5,61.3,6.3,2.525,215.335,247.767,330.457,48.04867,6.457
1987-05,14.9,2324000.0,112434.0,5386.0,62525.0,14.8,56.1,76.4,65.7,532.1318,317.3388,551.5302,660.0,3315.0,2100.0,992.0,1112.0,3048.4,8.2,61.6,6.3,2.44,,,,,
1987-06,14.9,2279000.0,112246.0,5242.0,63059.0,15.2,55.9,76.1,65.5,541.6778,315.461,554.5176,654.8,3167.0,2173.0,1012.0,1075.0,3072.8,7.7,61.4,6.2,2.4,,,,,
1987-07,14.2,2196500.0,112634.0,5493.0,62983.0,14.7,56.1,76.0,65.6,549.425,316.9613,553.4244,652.9,3217.0,2146.0,938.0,983.0,3094.7,7.5,61.6,6.1,2.275,230.169,266.501,350.053,48.1165,6.555
1987-08,14.4,2211600.0,113057.0,5334.0,62684.0,14.4,56.2,76.3,65.7,556.2796,319.3443,554.0893,651.7,3191.0,2155.0,833.0,1045.0,3130.8,7.2,61.8,6.0,2.32,,,,,
1987-09,14.2,2196750.0,112909.0,5309.0,63150.0,14.2,56.0,76.0,65.5,563.2092,321.8901,561.3056,651.8,3224.0,2031.0,877.0,989.0,3126.5,7.6,61.6,5.9,2.275,,,,,
1987-10,14.0,2046800.0,113282.0,5455.0,62802.0,13.3,56.3,76.2,65.7,570.7474,324.3088,563.1205,657.6,3241.0,2162.0,838.0,956.0,3134.5,8.3,61.8,6.0,2.1,239.018,274.545,353.278,48.55667,6.649
1987-11,14.0,2082250.0,113505.0,5527.0,62930.0,13.3,56.3,76.1,65.7,577.6923,325.0352,562.5139,652.7,3172.0,2083.0,871.0,926.0,3144.2,8.5,61.9,5.8,2.15,,,,,
1987-12,14.2,2115500.0,113793.0,5279.0,62891.0,13.9,56.4,76.1,65.7,585.6811,326.8654,565.1316,649.0,3178.0,1979.0,867.0,900.0,3174.1,8.7,62.0,5.7,2.2,,,,,
1988-01,14.2,2188000.0,114016.0,5297.0,62853.0,13.6,56.4,76.2,65.8,591.5895,330.2658,567.0778,651.9,3086.0,2151.0,845.0,869.0,3213.7,8.1,62.0,5.7,2.26,249.639,281.605,362.23,49.03151,6.688
1988-02,14.4,2141500.0,114227.0,5316.0,62813.0,14.0,56.5,76.2,65.9,595.8714,332.4077,568.269,652.1,3057.0,2110.0,850.0,888.0,3221.4,8.6,62.1,5.7,2.175,,,,,
1988-03,13.7,2112000.0,114037.0,5278.0,63198.0,14.1,56.4,75.9,65.7,601.4329,336.3189,571.3833,653.9,3042.0,2087.0,896.0,848.0,3260.5,8.2,61.9,5.7,2.175,,,,,
1988-04,13.3,2081200.0,114650.0,5137.0,62981.0,13.0,56.4,76.2,65.8,608.9078,339.4857,577.3748,655.4,3107.0,1930.0,753.0,810.0,3263.0,8.8,62.2,5.4,2.1,265.179,288.593,385.181,49.08744,6.717
1988-05,13.8,2067750.0,114292.0,4917.0,63303.0,13.3,56.1,76.2,65.7,616.1705,341.2281,583.8076,656.8,3095.0,2036.0,801.0,846.0,3293.6,8.4,62.0,5.6,2.1,,,,,
1988-06,13.1,2043000.0,114927.0,5294.0,63089.0,13.3,56.4,76.2,65.8,622.7259,343.3542,588.9909,659.6,3101.0,1924.0,726.0,805.0,3318.5,8.4,62.3,5.4,2.1,,,,,
1988-07,13.4,2065200.0,115060.0,5460.0,63064.0,12.9,56.5,76.2,65.9,629.8637,345.4046,593.93,659.4,2998.0,2067.0,805.0,796.0,3342.7,8.6,62.3,5.4,2.1,264.662,286.1,393.782,49.25732,6.749
1988-08,13.6,2088000.0,115282.0,5259.0,62705.0,13.8,56.6,76.5,66.1,637.3176,347.3149,594.5185,658.2,3172.0,1973.0,844.0,795.0,3368.0,8.4,62.4,5.6,2.1,,,,,
1988-09,13.6,2075750.0,115356.0,5085.0,63002.0,13.1,56.6,76.2,65.9,644.2595,348.8891,595.4546,655.8,3152.0,1880.0,756.0,813.0,3375.0,8.9,62.4,5.4,2.1,,,,,
1988-10,13.4,2015600.0,115638.0,5005.0,62908.0,12.8,56.8,76.1,66.0,651.4141,351.4912,599.0586,653.3,3106.0,1864.0,794.0,768.0,3413.7,8.6,62.5,5.4,2.0,276.88,304.459,412.231,49.71548,6.879
1988-11,12.6,1978250.0,116100.0,5033.0,62607.0,13.3,57.2,76.1,66.2,656.9047,352.7994,601.069,652.5,3097.0,1967.0,765.0,703.0,3430.2,8.4,62.7,5.3,1.975,,,,,
1988-12,12.9,2045200.0,116104.0,5369.0,62780.0,13.0,57.2,76.0,66.1,663.0321,355.2863,604.6425,651.8,2972.0,2023.0,751.0,739.0,3459.7,8.3,62.6,5.3,2.06,,,,,
1989-01,12.6,2061000.0,116708.0,5055.0,62254.0,13.5,57.5,76.4,66.5,676.4579,356.608,606.2828,648.3,3146.0,2010.0,748.0,732.0,3483.7,8.5,62.9,5.4,2.075,275.1,286.526,412.27,49.73276,7.028
1989-02,12.4,2113750.0,116776.0,4902.0,62642.0,13.4,57.1,76.3,66.3,682.9911,357.2369,617.0974,644.6,3194.0,1877.0,669.0,635.0,3488.0,9.0,62.9,5.2,2.125,,,,,
1989-03,12.3,2131500.0,117022.0,4871.0,62670.0,13.7,57.2,76.3,66.3,688.9008,359.1454,616.4862,640.8,3042.0,1850.0,683.0,670.0,3498.8,9.5,62.9,5.0,2.125,,,,,
1989-04,12.5,2098800.0,117097.0,5048.0,62459.0,13.6,57.3,76.5,66.4,698.1851,360.9494,619.0417,633.0,3110.0,1984.0,680.0,717.0,3543.0,8.4,62.9,5.2,2.08,268.646,292.879,391.61,49.8876,7.234
1989-05,12.0,2093500.0,117099.0,4897.0,62707.0,13.8,57.3,76.3,66.3,704.2509,362.544,624.2962,626.5,3052.0,1987.0,714.0,634.0,3551.8,8.1,62.9,5.2,2.075,,,,,
1989-06,11.1,2122750.0,117418.0,4969.0,62334.0,13.8,57.3,76.7,66.5,711.8466,363.3048,624.2621,623.3,3303.0,2020.0,687.0,613.0,3566.6,8.2,63.0,5.3,2.1,,,,,
1989-07,11.8,2179400.0,117472.0,4924.0,62516.0,14.4,57.4,76.5,66.5,720.4625,365.2478,631.0031,624.7,3173.0,1961.0,814.0,621.0,3585.7,8.2,63.0,5.2,2.14,257.909,297.698,376.843,50.17117,7.307
1989-08,11.4,2207250.0,117655.0,4888.0,62432.0,14.8,57.5,76.5,66.5,730.5,366.8325,635.2399,626.0,3090.0,2038.0,742.0,560.0,3620.6,7.6,63.1,5.2,2.175,,,,,
1989-09,11.5,2208800.0,117354.0,4825.0,62782.0,14.7,57.5,76.1,66.4,739.1886,368.6133,637.1648,625.8,3214.0,1981.0,761.0,599.0,3621.9,8.1,62.8,5.3,2.18,,,,,
1989-10,11.9,2281000.0,117581.0,4743.0,62660.0,15.6,57.4,76.5,66.5,745.1716,370.2782,639.3545,627.3,3218.0,1992.0,746.0,646.0,3633.6,8.5,62.9,5.3,2.2,258.272,282.397,376.892,51.38111,7.283
1989-11,11.7,2285000.0,117912.0,4800.0,62380.0,15.8,57.8,76.4,66.6,752.715,372.3149,639.6911,625.8,3247.0,2035.0,763.0,655.0,3643.3,8.6,63.0,5.4,2.2,,,,,
1989-12,11.6,2285000.0,117830.0,4817.0,62668.0,15.8,57.5,76.4,66.5,759.8765,373.9524,637.6171,627.8,3275.0,1987.0,740.0,635.0,3684.2,7.8,63.0,5.4,2.2,,,,,
1990-01,11.8,2354750.0,119081.0,4856.0,62580.0,16.8,57.7,76.7,66.8,765.8202,376.0468,635.7585,623.8,3189.0,2091.0,766.0,646.0,3730.7,8.0,63.2,5.4,2.275,268.869,297.117,385.623,51.96856,7.356
1990-02,11.6,2354000.0,119059.0,4809.0,62806.0,16.4,57.6,76.6,66.7,774.7081,376.1417,636.534,623.5,3223.0,2066.0,726.0,624.0,3728.2,8.6,63.2,5.3,2.275,,,,,
1990-03,11.7,2363800.0,119203.0,4856.0,62829.0,16.1,57.6,76.6,66.7,781.6579,375.7609,638.3627,623.3,3206.0,2101.0,694.0,637.0,3754.9,8.3,63.2,5.2,2.3,,,,,
1990-04,11.8,2380250.0,118852.0,4941.0,63129.0,16.7,57.5,76.4,66.6,788.7039,374.5154,640.8465,625.4,3269.0,2171.0,727.0,649.0,3770.0,8.8,63.0,5.4,2.275,282.342,312.229,404.009,52.7473,7.391
1990-05,11.7,2390000.0,119151.0,4988.0,63020.0,17.5,57.7,76.4,66.6,797.8321,375.8632,639.7454,622.9,3117.0,2269.0,771.0,644.0,3775.8,8.7,63.1,5.4,2.3,,,,,
1990-06,11.6,2423800.0,118983.0,5364.0,63485.0,17.1,57.4,76.3,66.4,805.5952,375.25,641.5204,622.6,3151.0,2118.0,796.0,640.0,3804.5,8.6,62.9,5.2,2.3,,,,,
1990-07,11.9,2471750.0,118810.0,5276.0,63456.0,18.1,57.5,76.3,66.5,814.2769,372.033,639.8982,620.8,3221.0,2240.0,846.0,688.0,3821.7,8.7,62.8,5.5,2.35,288.2,282.596,413.339,53.75313,7.377
1990-08,12.2,2509250.0,118802.0,5365.0,63352.0,17.5,57.6,76.3,66.5,819.2537,373.528,640.3646,619.8,3320.0,2254.0,877.0,730.0,3848.3,8.1,62.7,5.7,2.375,,,,,
1990-09,12.4,2595400.0,118524.0,5364.0,63636.0,19.0,57.6,76.1,66.4,823.2615,373.7719,639.4613,619.0,3280.0,2374.0,914.0,781.0,3870.1,8.1,62.5,5.9,2.5,,,,,
1990-10,12.2,2720750.0,118536.0,5474.0,63715.0,20.1,57.4,76.2,66.4,829.0882,375.0114,637.5259,614.6,3347.0,2416.0,911.0,778.0,3870.6,7.8,62.5,5.9,2.575,289.53,291.708,413.234,56.03613,7.303
1990-11,12.4,2888250.0,118306.0,5492.0,63802.0,20.7,57.4,76.3,66.4,834.3257,374.6729,639.1938,614.9,3442.0,2465.0,998.0,833.0,3871.9,7.9,62.3,6.2,2.725,,,,,
1990-12,12.5,2968200.0,118241.0,5699.0,63875.0,22.2,57.3,76.3,66.4,841.6727,375.9632,641.5936,614.5,3462.0,2565.0,973.0,831.0,3861.3,8.8,62.2,6.3,2.82,,,,,
1991-01,12.2,3088000.0,117940.0,5465.0,64208.0,23.5,57.3,76.0,66.2,846.5935,371.7704,636.1438,614.1,3470.0,2630.0,998.0,868.0,3841.0,9.3,62.0,6.4,2.925,303.293,334.812,423.45,57.41652,7.247
1991-02,12.7,3262750.0,117755.0,5971.0,64251.0,24.2,57.4,75.9,66.2,851.7948,371.4868,635.9739,617.7,3585.0,2729.0,1051.0,904.0,3866.7,8.8,61.9,6.6,3.1,,,,,
1991-03,12.9,3419000.0,117652.0,6062.0,64143.0,25.2,57.3,76.1,66.3,857.3599,371.6587,635.2917,622.2,3539.0,2930.0,1186.0,951.0,3913.0,8.0,61.8,6.8,3.24,,,,,
1991-04,13.5,3483250.0,118109.0,6263.0,63969.0,27.3,57.6,76.0,66.4,860.603,371.1919,631.2554,624.1,3400.0,2801.0,1227.0,979.0,3907.1,8.6,62.0,6.7,3.3,309.454,336.675,425.449,57.74551,7.212
1991-05,12.9,3486750.0,117440.0,6052.0,64474.0,27.6,57.4,75.8,66.2,862.4382,370.7193,627.7211,626.0,3621.0,2864.0,1208.0,1044.0,3933.2,8.4,61.6,6.9,3.3,,,,,
1991-06,13.7,3426800.0,117639.0,6106.0,64469.0,27.5,57.4,75.8,66.2,865.8734,368.8866,626.3638,629.9,3428.0,2862.0,1424.0,1109.0,3940.5,8.9,61.7,6.9,3.22,,,,,
1991-07,13.8,3307500.0,117568.0,6151.0,64792.0,26.9,57.2,75.8,66.1,864.4876,366.2871,623.213,632.6,3422.0,2803.0,1280.0,1108.0,3966.0,8.2,61.6,6.8,3.125,314.815,333.806,431.732,59.06123,7.166
1991-08,13.9,3291800.0,117484.0,6180.0,64966.0,24.7,57.2,75.6,66.0,863.7251,365.4169,618.3867,634.6,3446.0,2752.0,1292.0,1168.0,3969.1,8.6,61.5,6.9,3.1,,,,,
1991-09,14.0,3296250.0,117928.0,6437.0,64652.0,26.2,57.4,75.8,66.2,864.3561,364.4262,620.5497,634.8,3478.0,2734.0,1306.0,1191.0,3984.7,8.8,61.6,6.9,3.1,,,,,
1991-10,14.4,3311000.0,117800.0,6385.0,64855.0,26.8,57.5,75.6,66.1,865.7378,362.1433,620.9607,639.9,3473.0,2779.0,1403.0,1235.0,3976.0,9.3,61.5,7.0,3.125,318.455,333.812,436.638,60.68599,7.058
1991-11,14.8,3310600.0,117770.0,6495.0,64956.0,26.1,57.5,75.5,66.1,867.1102,362.024,618.4235,644.1,3460.0,2781.0,1342.0,1376.0,4003.6,9.0,61.4,7.0,3.1,,,,,
1991-12,15.4,3349250.0,117466.0,6455.0,65134.0,35.1,57.5,75.4,66.0,868.1137,363.1215,618.3985,649.1,3473.0,2813.0,1388.0,1504.0,4020.5,9.7,61.2,7.3,3.15,,,,,
1992-01,16.1,3353250.0,117978.0,6593.0,64692.0,39.2,57.7,75.7,66.3,871.0081,363.0529,613.6065,658.3,3398.0,2826.0,1437.0,1623.0,4084.7,9.4,61.5,7.3,3.175,328.586,347.763,459.017,60.99679,6.886
1992-02,16.7,3314600.0,117753.0,6551.0,64860.0,38.7,57.7,75.6,66.2,873.4174,361.5593,609.7614,667.5,3277.0,2953.0,1478.0,1704.0,4099.5,9.8,61.3,7.4,3.12,,,,,
1992-03,17.1,3312000.0,118144.0,6531.0,64600.0,41.2,57.8,75.8,66.4,874.6974,359.8862,607.3791,673.4,3412.0,2801.0,1425.0,1771.0,4117.0,9.7,61.5,7.4,3.15,,,,,
1992-04,17.4,3343750.0,118426.0,6492.0,64513.0,42.1,57.9,75.8,66.5,881.1503,359.0685,604.3771,677.0,3296.0,2821.0,1380.0,1750.0,4131.5,9.9,61.6,7.4,3.175,340.749,347.262,473.119,61.57938,6.814
1992-05,17.8,3344800.0,118375.0,6550.0,64384.0,40.4,57.8,76.1,66.6,881.7635,357.3346,602.1855,680.5,3417.0,2788.0,1460.0,1984.0,4158.4,9.9,61.5,7.6,3.16,,,,,
1992-06,18.2,3289750.0,118419.0,6462.0,64204.0,41.1,57.9,76.2,66.7,879.3871,357.1078,601.0438,681.2,3518.0,2809.0,1608.0,2150.0,4177.1,10.1,61.5,7.8,3.125,,,,,
1992-07,18.1,3217750.0,118713.0,6509.0,64263.0,40.1,58.1,76.0,66.7,878.6067,356.0901,599.2624,685.6,3438.0,2832.0,1490.0,2124.0,4204.8,9.6,61.6,7.7,3.1,323.237,337.39,451.034,61.89802,6.735
1992-08,18.0,3250200.0,118826.0,6485.0,64405.0,38.3,58.0,76.0,66.6,880.214,354.4738,597.2686,691.5,3436.0,2840.0,1506.0,2073.0,4220.9,9.7,61.6,7.6,3.1,,,,,
1992-09,18.1,3204250.0,118720.0,6410.0,64728.0,40.4,57.8,75.9,66.5,882.9267,354.3031,598.4079,700.2,3428.0,2882.0,1393.0,2111.0,4255.3,8.7,61.4,7.6,3.075,,,,,
1992-10,18.9,3062400.0,118628.0,6575.0,65416.0,38.1,57.6,75.6,66.2,885.7516,352.4856,596.8462,708.3,3356.0,2630.0,1311.0,2194.0,4284.7,8.0,61.3,7.3,2.9,330.015,348.611,467.072,62.52256,6.584
1992-11,17.9,2949000.0,118876.0,6628.0,65180.0,37.3,57.8,75.6,66.3,887.0474,352.536,596.8954,714.8,3317.0,2923.0,1405.0,1992.0,4300.5,8.0,61.4,7.4,2.825,,,,,
1992-12,19.0,2823750.0,118997.0,6458.0,65230.0,38.5,57.9,75.5,66.3,887.7986,354.1174,596.507,720.2,3189.0,2759.0,1595.0,2056.0,4336.4,10.6,61.4,7.4,2.7,,,,,
1993-01,18.3,2713000.0,119075.0,6196.0,65562.0,34.8,57.7,75.4,66.2,886.1204,357.4428,595.5038,721.6,3299.0,2649.0,1380.0,1966.0,4340.7,8.6,61.4,7.3,2.58,328.957,341.907,470.684,62.86657,6.508
1993-02,18.2,2641000.0,119275.0,6627.0,65650.0,33.7,57.7,75.4,66.2,886.9405,358.8208,593.5436,722.2,3461.0,2580.0,1283.0,1907.0,4355.3,8.9,61.4,7.1,2.5,,,,,
1993-03,17.6,2687500.0,119542.0,6318.0,65650.0,36.7,57.6,75.6,66.2,889.8609,358.9559,591.2705,724.6,3260.0,2666.0,1309.0,1806.0,4352.5,8.9,61.5,7.0,2.575,,,,,
1993-04,17.6,2775500.0,119474.0,6586.0,65814.0,35.4,57.7,75.4,66.1,892.7225,360.027,585.6237,728.5,3350.0,2620.0,1381.0,1633.0,4393.4,8.7,61.5,7.1,2.675,343.279,357.791,497.402,63.91524,6.406
1993-05,17.5,2778400.0,120115.0,6543.0,65285.0,33.7,58.0,75.6,66.4,898.1498,363.2967,587.9556,739.2,3363.0,2617.0,1325.0,1776.0,4422.4,8.3,61.7,7.1,2.64,,,,,
1993-06,17.8,2812000.0,120290.0,6635.0,65308.0,37.6,58.0,75.7,66.5,902.3351,365.1922,590.218,745.0,3218.0,2778.0,1355.0,1786.0,4440.0,7.8,61.8,7.0,2.675,,,,,
