,A072RC1Q156SBEA,BUSLOANS,CE16OV,CIVPART,CONSUMER,CP,DPCCRC1M027SBEA,ECOMPCTSA,GOAI,HDTGPDUSQ163N,IURSA,LES1252881600Q,LNS15000000,M1V,PCE,PSAVERT,RRVRUSQ156N,TDSP,UEMP27OV,UEMPMEAN,UNRATE,W825RC1
1971-04-01,13.8,113.1125333333333333,78961.000000000000,60.0333333333333333,67.9217333333333333,62.42,541.9666666666666667,,,,4.084615384615385,,,5.212000000000001,693.2333333333333333,13.8333333333333333,5.3,,501.0000000000000000,11.2333333333333333,5.9000000000000000,6.3000000000000000
1971-07-01,13.6,115.5773000000000000,79511.000000000000,60.1333333333333333,69.9823000000000000,66.544,554.0000000000000000,,,,4.1230769230769235,,,5.218999999999999,705.6000000000000000,13.5666666666666667,5.6,,560.0000000000000000,11.6333333333333333,6.0333333333333333,6.3333333333333333
1971-10-01,13.1,117.6248333333333333,80228.666666666667,60.3000000000000000,72.4106333333333333,68.735,568.0333333333333333,,,,4.1,,,5.226,721.7000000000000000,13.1333333333333333,5.6,,585.0000000000000000,12.0333333333333333,5.9333333333333333,6.3666666666666667
1972-01-01,12.4,118.9179000000000000,81213.333333333333,60.3000000000000000,75.0112666666666667,72.785,583.4666666666666667,,,,3.6384615384615384,,,5.2989999999999995,738.9666666666666667,12.3666666666666667,5.3,,625.3333333333333333,12.2666666666666667,5.7666666666666667,6.5666666666666667
1972-04-01,11.6,122.5637000000000000,81875.000000000000,60.4000000000000000,78.0405000000000000,73.825,597.0000000000000000,,,,3.5384615384615383,,,5.365,757.3666666666666667,11.6333333333333333,5.5,,601.0000000000000000,12.3666666666666667,5.7000000000000000,6.8666666666666667
1972-07-01,12.0,125.8824666666666667,82450.333333333333,60.4666666666666667,81.3227666666666667,77.00399999999999,612.0666666666666667,,,,3.5,,,5.356,775.7666666666666667,11.9666666666666667,5.8,,534.6666666666666667,11.9000000000000000,5.5666666666666667,5.7666666666666667
1972-10-01,13.4,131.2634000000000000,83002.000000000000,60.3666666666666667,84.4739666666666667,83.484,630.8333333333333333,,,,3.1769230769230767,,,5.382999999999999,800.5000000000000000,13.4333333333333333,5.6,,482.3333333333333333,11.5000000000000000,5.3666666666666667,5.0000000000000000
1973-01-01,12.6,140.3898000000000000,83841.666666666667,60.4333333333333333,88.1972000000000000,95.54700000000001,652.0666666666666667,,,,2.8153846153846156,,,5.471,825.0333333333333333,12.5333333333333333,5.7,,390.0000000000000000,10.7000000000000000,4.9333333333333333,4.5666666666666667
1973-04-01,13.3,150.1098000000000000,84797.333333333333,60.7666666666666667,92.1784000000000000,99.03299999999999,663.2666666666666667,,,,2.6692307692307686,,,5.55,840.5333333333333333,13.3333333333333333,5.8,,338.0000000000000000,9.9000000000000000,4.9333333333333333,4.4333333333333333
1973-07-01,13.4,157.3012666666666667,85330.333333333333,60.8000000000000000,95.2052333333333333,101.161,674.4000000000000000,,,,2.7,,,5.564,858.8666666666666667,13.4000000000000000,5.8,,303.6666666666666667,9.6000000000000000,4.8000000000000000,4.5000000000000000
1973-10-01,14.5,160.1053333333333333,86236.000000000000,61.1000000000000000,97.6384666666666667,106.25299999999999,684.1333333333333333,,,,2.784615384615385,,,5.657,873.9000000000000000,14.5333333333333333,5.8,,338.0000000000000000,9.8666666666666667,4.7666666666666667,4.7666666666666667
1974-01-01,14.0,165.5371333333333333,86709.333333333333,61.3333333333333333,99.6805333333333333,112.656,694.1333333333333333,,,,3.207692307692308,,,5.622000000000001,891.8666666666666667,13.9666666666666667,6.2,,332.0000000000000000,9.6000000000000000,5.1333333333333333,5.8666666666666667
1974-04-01,12.9,177.5766666666666667,86833.666666666667,61.1666666666666667,101.3550000000000000,115.54299999999999,713.4000000000000000,,,,3.223076923076923,,,5.7139999999999995,920.4000000000000000,12.9000000000000000,6.3,,359.0000000000000000,9.7000000000000000,5.2000000000000000,6.7000000000000000
1974-07-01,12.6,186.1211000000000000,87079.000000000000,61.3333333333333333,102.2664666666666667,121.06,733.3333333333333333,,,,3.3923076923076922,,,5.775,949.2666666666666667,12.6000000000000000,6.2,,388.6666666666666667,9.7666666666666667,5.6333333333333333,6.9333333333333333
1974-10-01,13.7,190.3036666666666667,86588.333333333333,61.2666666666666667,102.3117666666666667,107.90799999999999,737.7666666666666667,,,,4.361538461538462,,,5.851,959.0666666666666667,13.7333333333333333,6.0,,455.3333333333333333,9.8666666666666667,6.6000000000000000,8.6333333333333333
1975-01-01,12.8,190.0288333333333333,85356.666666666667,61.2000000000000000,101.9637333333333333,94.70700000000001,761.3000000000000000,,,,5.938461538461539,,58964.333333333333,5.875,985.2000000000000000,12.8000000000000000,6.1,,703.6666666666666667,11.4000000000000000,8.2666666666666667,14.1666666666666667
1975-04-01,15.3,186.0409666666666667,85331.666666666667,61.3333333333333333,101.2297000000000000,99.406,782.9666666666666667,,,,6.753846153846154,,59088.000000000000,5.915,1013.5666666666666667,15.2666666666666667,6.3,,1119.3333333333333333,13.8666666666666667,8.8666666666666667,19.4000000000000000
1975-07-01,12.9,183.1337333333333333,86135.666666666667,61.2666666666666667,101.6759000000000000,115.831,808.5000000000000000,,,,5.992307692307692,,59450.666666666667,6.01,1047.2000000000000000,12.8666666666666667,6.2,,1490.3333333333333333,15.5666666666666667,8.4666666666666667,20.2000000000000000
1975-10-01,12.7,182.8972333333333333,86497.000000000000,61.1333333333333333,103.5973000000000000,124.09100000000001,836.4666666666666667,,,,5.215384615384616,,60027.666666666667,6.151,1076.2666666666666667,12.7000000000000000,5.4,,1559.6666666666666667,16.1666666666666667,8.3000000000000000,18.8666666666666667
1976-01-01,12.1,181.3934000000000000,87685.666666666667,61.3000000000000000,105.9023000000000000,132.702,865.0000000000000000,,,,4.438461538461539,,60026.000000000000,6.263999999999999,1109.9000000000000000,12.0666666666666667,5.5,,1524.6666666666666667,16.4666666666666667,7.7333333333333333,17.6666666666666667
1976-04-01,11.8,178.3367000000000000,88591.000000000000,61.5333333333333333,108.5409333333333333,136.55100000000002,881.1333333333333333,,,,4.4692307692307685,,59947.666666666667,6.266,1129.5333333333333333,11.8000000000000000,5.8,,1327.0000000000000000,15.9333333333333333,7.5666666666666667,16.2666666666666667
1976-07-01,11.6,180.0368000000000000,89163.000000000000,61.7333333333333333,111.4989333333333333,138.84,904.3000000000000000,,,,4.6230769230769235,,59901.000000000000,6.318,1158.8000000000000000,11.6000000000000000,5.7,,1244.6666666666666667,15.5000000000000000,7.7333333333333333,16.1000000000000000
1976-10-01,11.0,183.8622000000000000,89570.333333333333,61.7666666666666667,114.7614333333333333,139.091,928.5000000000000000,,,,4.6,,60120.000000000000,6.364,1192.4333333333333333,11.0333333333333333,5.3,,1281.0000000000000000,15.2000000000000000,7.7666666666666667,15.5000000000000000
1977-01-01,10.1,187.4511333333333333,90359.333333333333,61.8333333333333333,119.0957000000000000,149.83100000000002,959.4333333333333333,,,,4.192307692307692,,60208.000000000000,6.388999999999999,1228.2000000000000000,10.1333333333333333,5.1,,1193.0000000000000000,14.8000000000000000,7.5000000000000000,15.5000000000000000
1977-04-01,10.5,191.8764333333333333,91661.333333333333,62.2333333333333333,124.6545000000000000,158.751,984.0000000000000000,,,,3.915384615384616,,59956.333333333333,6.479,1256.0000000000000000,10.4666666666666667,5.3,,1071.6666666666666667,14.5666666666666667,7.1333333333333333,13.3000000000000000
1977-07-01,10.8,197.2235666666666667,92409.000000000000,62.2333333333333333,130.2926000000000000,165.143,1009.8000000000000000,,,,3.807692307692308,,60185.666666666667,6.572,1286.9000000000000000,10.8333333333333333,5.4,,936.6666666666666667,14.0666666666666667,6.9000000000000000,11.9000000000000000
1977-10-01,11.2,202.9572000000000000,93639.333333333333,62.6333333333333333,136.0005333333333333,166.231,1041.1666666666666667,,,,3.7285714285714286,,59846.333333333333,6.586,1324.8000000000000000,11.2000000000000000,5.1,,889.0000000000000000,13.6333333333333333,6.6666666666666667,11.8333333333333333
1978-01-01,11.3,210.3859666666666667,94552.666666666667,62.7666666666666667,141.9880666666666667,171.93900000000002,1064.0666666666666667,,,,3.633333333333333,,59894.666666666667,6.564,1354.0333333333333333,11.3333333333333333,5.0,,731.3333333333333333,12.6000000000000000,6.3333333333333333,10.7666666666666667
1978-04-01,10.4,220.2914333333333333,95835.333333333333,63.1333333333333333,149.0853000000000000,190.74200000000002,1114.8000000000000000,,,,3.2461538461538466,,59578.333333333333,6.78,1411.4000000000000000,10.3666666666666667,5.1,,670.6666666666666667,12.1666666666666667,6.0000000000000000,9.4000000000000000
1978-07-01,10.7,228.3630666666666667,96397.000000000000,63.2333333333333333,157.4514000000000000,197.65900000000002,1140.3666666666666667,,,,3.278571428571429,,59696.666666666667,6.847,1442.2333333333333333,10.6666666666666667,5.0,,631.3333333333333333,11.6000000000000000,6.0333333333333333,9.0666666666666667
1978-10-01,10.5,235.3235000000000000,97399.666666666667,63.4666666666666667,163.5114333333333333,209.891,1170.5000000000000000,,,,3.0538461538461537,,59540.333333333333,6.971,1481.3333333333333333,10.5333333333333333,5.0,,546.3333333333333333,11.1333333333333333,5.9000000000000000,8.5000000000000000
1979-01-01,11.1,243.8423000000000000,98252.333333333333,63.7333333333333333,166.6700666666666667,212.498,1191.2333333333333333,,,,3.107692307692308,335.0,59373.666666666667,7.0120000000000005,1517.1333333333333333,11.1333333333333333,5.1,,559.0000000000000000,11.3333333333333333,5.8666666666666667,9.4000000000000000
1979-04-01,10.4,258.6591000000000000,98371.000000000000,63.4333333333333333,174.4601666666666667,220.90099999999998,1220.7000000000000000,,,,2.876923076923077,335.0,60120.000000000000,6.997000000000001,1557.6333333333333333,10.4000000000000000,5.5,,530.0000000000000000,10.8333333333333333,5.7000000000000000,9.2333333333333333
1979-07-01,9.9,270.9614666666666667,99040.666666666667,63.6666666666666667,180.5777333333333333,225.792,1259.2333333333333333,,,,2.9,330.0,59990.333333333333,7.0489999999999995,1611.8666666666666667,9.9000000000000000,5.7,,512.0000000000000000,10.4666666666666667,5.8666666666666667,9.6666666666666667
1979-10-01,9.8,277.7048333333333333,99637.000000000000,63.7666666666666667,183.5204666666666667,222.428,1287.5666666666666667,,,,3.0769230769230766,326.0,60131.333333333333,7.147,1655.0666666666666667,9.8333333333333333,5.4,,541.6666666666666667,10.6333333333333333,5.9666666666666667,10.5666666666666667
1980-01-01,10.1,285.6358666666666667,99862.333333333333,63.9000000000000000,185.7307000000000000,223.24400000000003,1315.8333333333333333,,,,3.3538461538461535,321.0,60195.333333333333,7.188,1702.3000000000000000,10.0666666666666667,5.2,10.615739999999999,559.3333333333333333,10.6666666666666667,6.3000000000000000,11.9666666666666667
1980-04-01,11.3,288.5060000000000000,98953.333333333333,63.8000000000000000,181.9422666666666667,194.71400000000003,1311.0000000000000000,,,,4.069230769230769,315.0,60649.000000000000,7.249,1704.7000000000000000,11.3000000000000000,5.6,10.6369,727.6666666666666667,11.2000000000000000,7.3333333333333333,15.6666666666666667
1980-07-01,11.4,291.4333000000000000,98899.000000000000,63.7000000000000000,178.8287000000000000,202.262,1363.2000000000000000,,,,4.369230769230769,319.0,60990.000000000000,7.153,1763.8000000000000000,11.4333333333333333,5.7,10.406386,926.6666666666666667,12.3666666666666667,7.6666666666666667,18.9666666666666667
1980-10-01,11.4,306.4566333333333333,99498.666666666667,63.7000000000000000,178.6418666666666667,208.875,1422.4000000000000000,,,,3.8230769230769233,315.0,61252.000000000000,7.292999999999999,1831.8666666666666667,11.4333333333333333,5.0,10.252837,1113.3333333333333333,13.4666666666666667,7.4000000000000000,17.8333333333333333
1981-01-01,10.9,313.3208333333333333,100239.000000000000,63.9666666666666667,179.2435000000000000,213.17,1463.6333333333333333,,,,3.4153846153846157,314.0,61005.333333333333,7.528,1885.7000000000000000,10.8333333333333333,5.2,10.287516,1241.6666666666666667,14.1333333333333333,7.4333333333333333,16.4333333333333333
1981-04-01,10.9,323.5850000000000000,100800.666666666667,64.0666666666666667,180.4690000000000000,201.614,1485.3666666666666667,,,,3.3153846153846156,311.0,60989.666666666667,7.428,1917.5666666666666667,10.9000000000000000,5.0,10.416878,1134.6666666666666667,13.7333333333333333,7.4000000000000000,15.5000000000000000
1981-07-01,12.3,335.4985333333333333,100482.000000000000,63.7000000000000000,181.6364333333333333,206.868,1523.7000000000000000,,,,3.3846153846153846,309.0,61887.666666666667,7.6370000000000005,1958.0666666666666667,12.2333333333333333,5.0,10.306742999999999,1121.3333333333333333,13.9333333333333333,7.4000000000000000,14.9333333333333333
1981-10-01,12.9,345.6718000000000000,100076.666666666667,63.7666666666666667,182.0696666666666667,203.58700000000002,1533.3666666666666667,,,,3.8230769230769233,312.0,61933.000000000000,7.5920000000000005,1974.4333333333333333,12.9000000000000000,5.0,10.379325,1149.3333333333333333,13.2333333333333333,8.2333333333333333,16.6333333333333333
1982-01-01,12.3,359.8446000000000000,99708.666666666667,63.7666666666666667,182.8620666666666667,183.468,1567.6333333333333333,,,,4.092307692307692,312.0,62122.666666666667,7.401,2014.1333333333333333,12.3333333333333333,5.3,10.447258,1274.3333333333333333,13.8666666666666667,8.8333333333333333,19.1333333333333333
1982-04-01,12.5,375.8676666666666667,99745.000000000000,64.0000000000000000,184.6819000000000000,185.364,1595.7333333333333333,,,,4.538461538461538,314.0,61902.666666666667,7.452000000000001,2039.6333333333333333,12.5000000000000000,5.1,10.504029,1634.0000000000000000,15.0333333333333333,9.4333333333333333,23.9000000000000000
1982-07-01,12.3,386.9805000000000000,99543.333333333333,64.0666666666666667,185.8655333333333333,180.72799999999998,1636.4000000000000000,,,,4.8538461538461535,311.0,61996.000000000000,7.446000000000001,2085.6333333333333333,12.3000000000000000,5.3,10.409941,1900.0000000000000000,16.0666666666666667,9.9000000000000000,26.1000000000000000
1982-10-01,11.0,392.1362333333333333,99119.666666666667,64.1333333333333333,187.0389333333333333,174.574,1691.9666666666666667,,,,5.207692307692308,313.0,62087.000000000000,7.235,2145.5666666666666667,11.0333333333333333,5.5,10.380410000000001,2382.6666666666666667,17.4666666666666667,10.6666666666666667,31.8000000000000000
1983-01-01,11.0,393.4489333333333333,99143.000000000000,63.8000000000000000,188.4186666666666667,176.17,1735.2333333333333333,,,,4.415384615384616,315.0,62866.333333333333,7.176,2184.6000000000000000,10.9333333333333333,5.7,10.348922,2709.6666666666666667,19.3333333333333333,10.3666666666666667,30.2666666666666667
1983-04-01,9.8,392.5853333333333333,99945.000000000000,63.9333333333333333,192.2664333333333333,195.362,1788.3666666666666667,,,,4.184615384615385,314.0,62789.666666666667,7.171,2249.4333333333333333,9.7666666666666667,5.5,10.376333,2781.6666666666666667,20.2666666666666667,10.1333333333333333,32.1000000000000000
1983-07-01,9.5,400.6367000000000000,101610.666666666667,64.2333333333333333,199.7561000000000000,206.519,1847.8333333333333333,,,,3.607692307692308,315.0,62354.333333333333,7.229,2319.9000000000000000,9.4666666666666667,5.8,10.381299,2521.6666666666666667,20.4666666666666667,9.3666666666666667,23.3333333333333333
1983-10-01,10.0,409.7688000000000000,102588.000000000000,64.0666666666666667,209.7770000000000000,211.822,1897.4666666666666667,,,,3.278571428571429,312.0,62790.000000000000,7.309,2372.5000000000000000,10.0333333333333333,5.5,10.425533999999999,2168.3333333333333333,19.7000000000000000,8.5333333333333333,19.9333333333333333
1984-01-01,11.1,423.3775000000000000,103664.000000000000,64.0333333333333333,218.3678000000000000,220.108,1942.7666666666666667,,,,2.8846153846153846,313.0,63166.333333333333,7.402,2418.1666666666666667,11.0666666666666667,5.6,10.478991,1884.6666666666666667,19.5000000000000000,7.8666666666666667,17.2333333333333333
1984-04-01,11.3,445.0426666666666667,105040.000000000000,64.4666666666666667,229.3560666666666667,220.957,1989.6333333333333333,,,,2.7692307692307687,312.0,62604.000000000000,7.462000000000001,2475.8666666666666667,11.2333333333333333,5.5,10.607963,1677.0000000000000000,18.6000000000000000,7.4333333333333333,15.6666666666666667
1984-07-01,11.7,458.8360666666666667,105362.666666666667,64.4666666666666667,239.5278000000000000,212.293,2027.5666666666666667,,,,2.761538461538461,313.0,62758.333333333333,7.54,2513.5333333333333333,11.7333333333333333,6.0,10.719033,1518.6666666666666667,17.4333333333333333,7.4333333333333333,15.1333333333333333
1984-10-01,11.3,470.2229000000000000,105944.333333333333,64.5000000000000000,249.6665000000000000,213.695,2072.6666666666666667,,,,2.8923076923076922,316.0,62875.666666666667,7.5760000000000005,2561.7666666666666667,11.2666666666666667,6.3,10.878463,1414.0000000000000000,16.8333333333333333,7.3000000000000000,15.9000000000000000
1985-01-01,9.3,476.2623666666666667,106615.333333333333,64.7666666666666667,261.8378333333333333,204.768,2138.3000000000000000,,,,2.9,314.0,62546.000000000000,7.522,2636.0333333333333333,9.3666666666666667,6.3,11.220536,1336.0000000000000000,15.9666666666666667,7.2333333333333333,16.9000000000000000
1985-04-01,10.2,480.6747000000000000,106791.000000000000,64.7666666666666667,270.6568000000000000,205.85,2183.8333333333333333,,,,2.830769230769231,323.0,62769.666666666667,7.457000000000001,2681.7666666666666667,10.2000000000000000,6.2,11.310744,1298.0000000000000000,15.7333333333333333,7.3000000000000000,15.9333333333333333
1985-07-01,8.2,490.4352666666666667,107186.333333333333,64.7333333333333333,281.1479000000000000,209.89,2251.3666666666666667,,,,2.807692307692308,320.0,62908.000000000000,7.358,2754.1666666666666667,8.2000000000000000,6.8,11.595799000000001,1240.6666666666666667,15.3666666666666667,7.2000000000000000,15.0000000000000000
1985-10-01,8.9,496.4169333333333333,108023.333333333333,64.9666666666666667,289.2999333333333333,211.649,2267.8333333333333333,,,,2.861538461538461,320.0,62729.333333333333,7.247000000000001,2779.4000000000000000,8.9000000000000000,6.7,11.72557,1233.6666666666666667,15.3666666666666667,7.0333333333333333,15.6333333333333333
1986-01-01,9.3,502.2152333333333333,108734.666666666667,65.0000000000000000,294.9708666666666667,176.84,2315.6666666666666667,,,,2.784615384615385,321.0,62897.333333333333,7.193,2823.6333333333333333,9.2666666666666667,6.9,11.739687,1147.6666666666666667,14.8666666666666667,7.0333333333333333,15.6000000000000000
1986-04-01,9.5,508.9053000000000000,109205.666666666667,65.2333333333333333,300.1363666666666667,172.96900000000002,2360.2666666666666667,,,,2.8230769230769233,328.0,62678.000000000000,6.98,2851.4666666666666667,9.4666666666666667,7.3,11.812105,1207.3333333333333333,14.8666666666666667,7.1666666666666667,16.4000000000000000
1986-07-01,8.5,515.2493666666666667,109970.000000000000,65.3666666666666667,307.1667666666666667,171.49900000000002,2428.1666666666666667,,,,2.8230769230769233,328.0,62611.000000000000,6.787999999999999,2917.2000000000000000,8.5000000000000000,7.5,11.91714,1214.0000000000000000,15.3666666666666667,6.9666666666666667,16.9333333333333333
1986-10-01,8.1,526.8954000000000000,110492.000000000000,65.3666666666666667,313.1069000000000000,175.984,2461.0333333333333333,,,,2.784615384615385,331.0,62778.333333333333,6.575,2952.8000000000000000,8.0666666666666667,7.7,12.062025,1176.3333333333333333,15.0666666666666667,6.8333333333333333,16.8666666666666667
1987-01-01,8.9,548.0352000000000000,111206.000000000000,65.4666666666666667,315.5651000000000000,187.831,2483.8000000000000000,,,,2.5923076923076924,328.0,62922.333333333333,6.455,2983.5000000000000000,8.9000000000000000,7.4,11.931285,1124.6666666666666667,14.8333333333333333,6.6000000000000000,15.4333333333333333
1987-04-01,6.8,551.8458333333333333,112158.000000000000,65.5333333333333333,316.6945333333333333,215.335,2543.1000000000000000,,,,2.4538461538461536,328.0,62864.000000000000,6.457000000000001,3053.3333333333333333,6.8000000000000000,7.5,12.067256,1088.6666666666666667,14.8666666666666667,6.2666666666666667,15.1000000000000000
1987-07-01,7.5,556.2731000000000000,112866.666666666667,65.6000000000000000,319.3985666666666667,230.169,2603.7666666666666667,,,,2.2923076923076926,330.0,62939.000000000000,6.555,3117.3333333333333333,7.4333333333333333,8.1,11.939658999999999,1005.6666666666666667,14.2666666666666667,6.0000000000000000,14.4333333333333333
1987-10-01,8.5,563.5886666666666667,113526.666666666667,65.7000000000000000,325.4031333333333333,239.018,2635.8000000000000000,,,,2.1461538461538465,328.0,62874.333333333333,6.649,3150.9333333333333333,8.5000000000000000,7.8,11.806446000000001,927.3333333333333333,14.0666666666666667,5.8333333333333333,13.5000000000000000
1988-01-01,8.3,568.9100333333333333,114093.333333333333,65.8000000000000000,332.9974666666666667,249.639,2707.6000000000000000,,,,2.207692307692308,329.0,62954.666666666667,6.688,3231.8666666666666667,8.3000000000000000,8.0,11.752855,868.3333333333333333,14.1000000000000000,5.7000000000000000,13.9000000000000000
1988-04-01,8.6,583.3911000000000000,114623.000000000000,65.7666666666666667,341.3560000000000000,265.17900000000003,2759.7000000000000000,,,,2.1,325.0,63124.333333333333,6.7170000000000005,3291.7000000000000000,8.5333333333333333,7.7,11.736396000000001,820.3333333333333333,13.4000000000000000,5.4666666666666667,13.2000000000000000
